RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,lamellae hind internal,lamellae hind external,lamellae front internal,lamellae front external,lamellae counter,lamellae hind internal replicate,lamellae front internal replicate,lamellae counter replicate,ventral scale count,dorsal scale count,SVL,Finger,Toe,Jaw,Head,Radius,Femur,Tibia,Meta,SVL_1,SVL_2,SVL_3,R_finger,L_finger,R_toe,L_toe,r_jaw,l_jaw,head,r_radius,l_radius,r_femur,r_tibia,r_meta,l_femur,l_tibia,l_meta
,MX069,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,1.5,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX070,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,2.0,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX071,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,1.8,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX072,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,1.6,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX073,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,1.9,,34,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX074,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,F,1.3,,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX075,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.6,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX076,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,2.5,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX077,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,4.2,,34,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX078,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.6,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX079,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.9,,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX080,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,5.6,very recently broken tail,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX081,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,1.8,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX082,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,1.9,,34,,22,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX083,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.3,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX084,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,4.3,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX085,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,4.3,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX086,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,4.0,very recently broken tail,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX087,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.7,very recently broken tail,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX088,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.5,,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX089,N,10-Dec-15,Mexico,Celestun,coastal,ANSA4,ANSA4,M,3.3,,34,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX090,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,4.5,photo 844-6152,32,,21,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX091,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,2.7,photo 844-6153,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX092,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.0,photo 844-6154,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX093,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,2.4,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX094,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.4,,29,,15,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX095,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,3.2,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX096,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,2.2,,32,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX097,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.7,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX098,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,1.9,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX099,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.3,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX100,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.4,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX101,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.0,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX102,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.4,,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX103,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.3,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX104,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.0,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX105,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,4.7,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX106,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.5,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX107,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.6,,28,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX108,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.5,,29,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX109,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.4,,33,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX110,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,2.8,,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX111,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,5.0,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX112,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.2,,30,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX113,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.2,,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX114,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,3.3,small dewlap,34,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX115,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,2.3,,32,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX116,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,4.5,,33,,21,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX117,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,M,3.7,,31,,21,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX118,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.3,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX119,N,13-Dec-15,Mexico,Cozumel,mangrove,20.35483,-87.02257,F,1.5,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX120,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,3.0,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX121,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.4,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX122,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,3.5,,29,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX123,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.5,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX124,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.9,,28,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX125,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.5,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX126,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.1,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX127,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.6,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX128,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.4,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX129,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.6,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX130,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.4,,29,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX131,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.4,,28,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX132,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.8,,29,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX133,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.7,,27,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX134,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,1.8,,29,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX135,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,1.7,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX136,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.2,,29,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX137,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.6,,27,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX138,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,F,2.6,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX139,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.7,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX140,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,4.4,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX141,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.2,photo 844-6172,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX142,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.7,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX143,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.2,,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX144,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.3,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX145,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.8,tick on dewlap,32,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX146,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.3,no toe scan,NA,,NA,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX147,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,3.0,tick on chin,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX148,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,4.6,,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX149,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.1,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX150,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,3.2,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX151,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.0,tick on jaw,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX152,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.7,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX153,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,3.0,tons of ticks! Crazy,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX154,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,4.3,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX155,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,2.6,super red dewlap!,32,,21,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX156,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.4,,30,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX157,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,6.7,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX158,N,14-Dec-15,Mexico,Cozumel,coppice,20.52878,-86.93867,M,5.7,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX159,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,2.3,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX160,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.7,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX161,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,2.0,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX162,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.2,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX163,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,2.0,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX164,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,2.2,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX165,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,2.7,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX166,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.6,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX167,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.4,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX168,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.1,lump on head,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX169,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,F,1.6,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX170,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,5.8,,32,,21,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX171,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.5,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX172,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,6.6,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX173,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,3.6,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX174,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,2.8,,31,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX175,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,5.7,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX176,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,3.5,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX177,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,2.6,,30,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX178,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.0,,31,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX179,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,2.8,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX180,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,3.4,,33,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX181,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.5,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX182,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.8,,34,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX183,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,2.8,,32,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX184,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.6,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX185,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,4.6,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX186,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,5.4,,33,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX187,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,3.3,,34,,20,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX188,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,2.3,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX189,N,16-Dec-15,Mexico,Cozumel,coastal,20.40413,-86.85797,M,3.8,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX190,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.0,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX191,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.3,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX192,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.9,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX193,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.8,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX194,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.7,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX195,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.8,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX196,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.4,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX197,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.5,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX198,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.2,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX199,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.2,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX200,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.6,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX201,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.6,,29,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX202,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.3,,30,,18,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX203,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.2,,28,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX204,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,1.5,,29,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX205,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,F,2.0,,30,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX206,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,6.5,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX207,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.4,,34,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX208,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.3,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX209,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.0,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX210,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,7.1,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX211,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.7,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX212,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,4.6,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX213,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,5.5,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX214,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,4.2,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX215,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.6,,31,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX216,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.1,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX217,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,3.5,,30,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX218,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,6.7,,32,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MX219,N,18-Dec-15,Mexico,Cozumel,secondary,20.44566,-86.99194,M,2.6,,33,,19,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
