RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0646,2937894,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0647,2937893,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0648,2937892,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0649,2937891,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0650,2937890,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0835,2937678,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0836,2937677,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0837,2937676,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0838,2937675,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0839,2937674,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0840,2937673,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0841,2937672,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0842,2937671,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0843,2937670,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1428,3266,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1429,3267,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1430,3302,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1431,3303,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1432,3304,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1433,3305,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1434,3306,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1435,3307,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1436,3308,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1437,3309,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1438,3310,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,JUV M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1439,3311,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,JUV M,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1440,3312,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1441,3313,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1442,3314,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1443,3315,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1444,3316,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1445,3317,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1446,3318,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1447,3319,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1448,3320,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1449,3321,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1450,3322,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1451,3323,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1452,3324,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1453,3325,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1454,3326,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1455,3327,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1456,3328,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1457,3329,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1458,3330,Y,11/18/15,NorthAndros,,coastal,24.83914585,-77.89081955,F,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1459,3366,Y,11/18/15,NorthAndros,,cottage,24.16143805,-77.58162707,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1460,3367,Y,11/18/15,NorthAndros,,cottage,24.16143805,-77.58162707,M,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1461,3368,Y,11/18/15,NorthAndros,,cottage,24.16143805,-77.58162707,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1462,3237,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1463,3238,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1464,3239,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1465,3240,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1466,3241,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1467,3242,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1468,3243,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1469,3244,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1470,3245,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1471,3246,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1472,3247,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1473,3248,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1474,3249,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1475,3250,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1476,3251,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1477,3252,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1478,3253,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1479,3254,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1480,3255,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1481,3256,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1482,3257,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1483,3258,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1484,3259,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1485,3260,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1486,3261,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1487,3369,Y,11/18/15,NorthAndros,,mangrove,24.66438795,-77.75398322,F,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1488,3276,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1489,3277,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1490,3278,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1491,3279,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1492,3280,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1493,3281,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1494,3282,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1495,3283,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1496,3284,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1497,3285,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1498,3286,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,JUV M,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1499,3287,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,JUV M,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1500,3288,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,JUV M,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1501,3289,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,JUV M,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1502,3290,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1503,3291,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1504,3292,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1.1,IN RNALATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1505,3293,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1506,3294,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1507,3295,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1508,3296,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1509,3297,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1510,3298,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1511,3299,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1512,3300,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1513,3301,Y,11/18/15,NorthAndros,,coppice,24.75163828,-77.84284791,F,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1514,3262,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1515,3263,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1516,3264,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1517,3265,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1518,3332,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1519,3333,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1520,3334,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1521,3335,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1522,3336,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1523,3337,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,M,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1524,3338,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1525,3339,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1526,3340,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1527,3341,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1528,3342,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1529,3343,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1530,3344,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1531,3345,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1532,3346,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1533,3347,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1534,3348,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1535,3349,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1536,3350,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1537,3351,Y,11/18/15,NorthAndros,,secondary,24.72140928,-77.78754914,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0651,2937889,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0652,2937888,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0653,2937887,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0654,2937886,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0655,2937885,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0656,2937884,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0657,2937883,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,M,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0658,2937882,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0659,2937881,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0660,2937880,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,F,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0661,2937879,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0662,2937878,Y,,RaggedIsland,1st mangrove,mangrove,22.197293,-75.726981,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0663,2937877,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0664,2937876,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0665,2937875,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0666,2937874,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0667,2937873,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0668,2937872,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0669,2937871,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0670,2937870,Y,,RaggedIsland,,coastal,22.209745,-75.731431,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0671,2937869,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0672,2937868,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0673,2937867,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0674,2937866,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0675,2937865,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0676,2937864,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0677,2937863,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0678,2937862,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0679,2937861,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0680,2937860,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0681,2937859,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0682,2937858,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0683,2937857,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0684,2937856,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0685,2937855,Y,,RaggedIsland,,coastal,22.209745,-75.731431,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
