RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1008,91,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1009,92,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1010,93,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1011,94,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1012,95,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,F,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1013,96,N,20151113,CaymanBrac,South Coast- West End,coastal,19.68784,-79.86265,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1014,97,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1015,98,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1016,99,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1017,100,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1018,101,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1019,102,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1020,103,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1021,104,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1022,105,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1023,106,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1024,107,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1025,108,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1026,109,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1027,110,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1028,111,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1029,112,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1030,113,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1031,117,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1032,118,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,0.6,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1033,119,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1034,120,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1035,121,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1036,122,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1037,123,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1038,124,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1039,125,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1040,126,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1041,127,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1042,128,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1043,129,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1044,130,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1045,131,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1046,132,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1047,133,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1048,134,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1049,135,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.69494,-79.84407,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1184,2900,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1185,2901,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1186,2902,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,juv M,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1187,2903,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1188,2904,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1189,2905,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1190,2906,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1191,2907,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1192,2908,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1193,2909,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1194,2910,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1195,2911,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1196,2913,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1197,2914,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1198,2915,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1199,2916,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1200,2917,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1201,2921,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1202,2922,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1203,2923,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1204,2924,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1205,2925,Y,9-Nov-15,Eleuthera,,coastal,24.81272936,-76.30580242,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1206,3013,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,2.8,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1207,3014,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,3.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1208,3015,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,3.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1209,3016,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1210,3017,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,2.5,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1211,3018,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,3.7,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1212,3019,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,2.3,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1213,3020,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,3.9,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1214,3021,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,2.9,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1215,3022,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,4.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1216,3023,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,2.9,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1217,3024,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,M,3.2,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1218,3026,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.1,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1219,3027,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.3,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1220,3028,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.2,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1221,3029,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1222,3030,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1223,3031,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1224,3032,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,0.9,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1225,3033,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.6,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1226,3034,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1227,3035,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.3,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1228,3036,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.1,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1229,3037,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.1,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1230,3038,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,0.9,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1231,3043,Y,9-Nov-15,Eleuthera,,coastal,24.93347771,-76.14915814,F,1.4,coastal replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1232,3098,Y,9-Nov-15,Eleuthera,,Cape Eleuthera Institute,24.83019289,-76.32838779,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1233,2926,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1234,2927,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1235,2928,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1236,2929,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1237,2930,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1238,2931,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1239,2932,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1240,2933,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1241,2934,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1242,2935,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1243,2939,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1244,2940,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1245,2941,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1246,2942,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1247,2943,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1248,2944,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1249,2945,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1250,2946,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1251,2947,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1252,2948,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1253,2949,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1254,2950,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1255,2951,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1256,2952,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1257,2953,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1258,2954,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1259,2955,Y,9-Nov-15,Eleuthera,,mangrove,24.79811727,-76.29009171,M,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1260,2959,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1261,2960,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1262,2961,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1263,2962,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1264,2963,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1265,2964,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1266,2965,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1267,2966,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1268,2967,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1269,2968,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1270,2969,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1271,2970,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1272,2971,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1273,2972,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.4,"damaged front toes, hindtoes unclear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1274,2973,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1275,2974,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1276,2975,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1277,2976,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1278,2977,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.3,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1279,2978,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1280,2979,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1281,2980,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1282,2981,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1283,2982,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1284,2983,Y,9-Nov-15,Eleuthera,,coppice,24.81462811,-76.33474672,F,0.9,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1285,3047,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.8,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1286,3048,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.5,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1287,3049,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.5,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1288,3050,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.2,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1289,3051,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,3.3,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1290,3052,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.5,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1291,3053,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,3.8,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
